,0
0,courage
1,courage_ma_fille
2,tu_vas_t'en_sortir
3,fais_de_ton_mieux
4,c'est_le_chemin_qui_compte
5,ami
6,amical
7,amour
8,mélange
9,pas_important
10,passion
11,passionné
12,assumé
13,engagé
14,réflexion
15,pousser
16,volonté
17,faire_changer
18,changer_moi
19,changer_les_autres
20,difficile
21,changer_moi
22,changer_mon_monde
23,mon_petit_monde
24,courage_d'être_soi_même
25,courage_de_faire_avec
26,faire_avec_les_autres
27,ensemble
28,dépassement
29,volonté
30,être_meilleur
31,s'arranger
32,se_pomponner
33,cocooning
34,prendre_soin_de_soi
35,se_faire_du_bien
36,se_laver_les_cheveux
37,se_maquiller
38,se_déshabiller
39,mettre_des_sous-vêtements
40,se_rhabiller
41,regard_des_autres
42,avec
43,se_faire_plaisir
44,courage_de_ne_pas_tomber
45,ne_pas_avoir_peur
