task,unique_entries,repeat_entries,repeat_words,avg_global_sim,avg_neigh_sim
courage,0.0,0.0,0.0,0.0,0.0
debut,0.1264911064067352,0.0,0.06324555320336761,0.07483314773547886,0.06324555320336761
douleur,0.06324555320336757,0.0,0.0,0.13564659966250536,0.0748331477354788
piscine,0.08944271909999157,0.0,0.040000000000000036,0.07483314773547886,0.07483314773547886
royaume,0.0,0.0,0.0,0.0,0.0
serpent,0.0,0.0,0.0,0.0,0.0
fcat,0.07483314773547886,0.0,0.04898979485566354,0.08000000000000003,0.040000000000000036
flib,0.0,0.0,0.0,0.0,0.0
flit,0.0,0.0,0.0,0.0,0.039999999999999994
