task,unique_entries,repeat_entries,repeat_words,avg_global_sim,avg_neigh_sim
courage,0.0,0.0,0.0,0.0,0.0
debut,0.09999999999999995,0.0,-2.2204460492503132e-17,-0.02000000000000004,-2.2204460492503132e-17
douleur,0.09999999999999998,0.0,0.0,0.15999999999999998,0.07999999999999999
piscine,0.09999999999999998,0.0,-0.020000000000000018,-0.02000000000000004,-0.02000000000000004
royaume,0.0,0.0,0.0,0.0,0.0
serpent,0.0,0.0,0.0,0.0,0.0
fcat,-0.02000000000000004,0.0,0.039999999999999994,0.039999999999999966,-0.020000000000000018
flib,0.0,0.0,0.0,0.0,0.0
flit,0.0,0.0,0.0,0.0,0.019999999999999997
