,0
0,papa
1,poule
2,pâquerette
3,placard
4,permission
5,pouvoir
6,partir
7,plutôt
8,prix
9,prouesse
10,psychique
11,python
12,palais
13,pilon
14,pelle
15,poutre
16,pré
17,prière
18,prêter
19,promouvoir
20,psoriasis
21,passé
22,pastèque
23,pays
24,plusieurs
25,principauté
26,plat
27,plus
28,prisme
29,purin
30,pur
31,pluriel
32,piston
