,0
0,fin
1,commencement
2,mort
3,vie
4,naissance
5,clinique
6,accouchement
7,sage-femme
8,médecin
9,gynécologue
10,enfant
11,bourgeon
12,bébé
13,fleur
14,cri
15,bonheur
16,douleur
17,sang
18,famille
19,amour
20,dormir
21,pleurer
22,biberon
23,lait
24,maternel
25,mort
26,fin
27,chaton
28,bébé_animal
29,zoo
30,classe
31,école
32,scolaire
33,classe_préparatoire
34,apprendre_lire
35,apprendre_lire
36,lire
37,livre
38,poème
39,poésie
40,maths
41,géographie
42,physique
43,commencement
44,enterrement
45,cimetière
46,terre
47,crémation
48,pleure
49,tristesse
50,noir
51,roi
52,quinzième_siècle
53,pourpre
54,blanc
55,belgique
56,deuil
57,carte_deuil
58,condoléances
59,poussière
60,église
61,croix
62,cercueil
63,bois
64,terme
65,fin
