,0
0,courage
1,courage
2,faut_courage
3,n'a_plus_tellement_envie_être_courageux
4,avoir_marre
5,trahi
6,trahi_nature_humaine
7,battre
8,courageux
9,courage_permet_avancer
10,affronter_épreuves
11,dépasser
12,dépasser_épreuves
13,montrer_bon_côté_personnalité
14,n'a_plus_courage
15,problème
16,volonté
17,volonté_battre
18,envie_battre
19,baisser_bras
20,courage
21,baisser_bras
22,baisser_bras
23,courage_est_qualité
24,qualité_extraordinaire
25,beaucoup_courage
26,avancer_vie
27,gens_ont_courage
28,réfugié
29,battre
30,ces_gens_battent_avoir_meilleure_vie
31,ont_courage
32,est_là_plaindre
33,est_là_plaindre_choses
34,gens_ont_vies_terribles
35,preuve_courage
36,sortir_guerre
37,courage_exceptionnel
38,sortir_guerre
39,vie_faite_atrocité
40,courage_est_important_est_nécessaire
41,actuellement_vraiment_preuve_courage_extraordianire_tous_ces_hommes_ces_femmes
