,0
0,livre
1,règle
2,scotch
3,colle
4,papier
5,crayon
6,stylo
7,ouvrage
8,intercallaire
9,classeur
10,tipp-ex
11,gomme
12,raquette_tennis
13,balle
14,techno_vibes
15,filet
16,court_tennis
17,lift
18,slice
19,football
20,ballon
21,maillot
22,short
23,chaussure_sport
24,chaussure_crampons
25,herbe
26,but
27,filet
28,touche
29,vélo
30,bicyclettte
31,casque
32,motar
33,moto
34,raquette_ping_pong
35,table_ping_pong
36,échec
37,pièce
38,roi
39,dame
40,ordinateur_échec
41,ordinateur
42,scanner
43,canapé
44,livre
45,étagère
46,penderie
47,habit
48,sudoku
49,casse-tête
50,domino
51,échec
52,jeu_société
53,scrabble
54,pictionnary
55,vacances
56,montagne
57,soleil
58,mer
59,océan
60,lagon
61,palmier
62,noix_coco
63,hutte
64,vahiné
65,soleil
66,lune
