,0
0,alimentation
1,saumon
2,dessert
3,livre
4,musique
5,art_contemporain
6,créativité
7,papier
8,arbre
9,haie
10,pelouse
11,piscine
12,nageur
13,vancances
14,mer
15,montagne
16,étang
17,italie
18,autriche
19,turquie
20,élection_présidentielle
21,états_unis
22,russie
23,daesh
24,combat
25,assassinat
26,meurtre
27,terrorisme
28,cerveau
29,maladie
30,hospitalisation
31,médecin
32,soignant
33,psychologue
34,test
35,air
36,parachute
37,avion
38,bipolaire
39,voisinage
40,amitié
41,violent
42,piano
43,accordéon
44,enfant
45,maison
46,liberté
47,fraternité
48,église
49,cathédrale
50,concert
51,amitié
52,amour
53,table
54,télévision
55,roman
56,émission
57,politique
58,variété
