,0
0,libellule
1,papillon
2,calme_?
3,bébé
4,vert
5,rose
6,arc_ciel
7,mont_blanc
8,congé
9,vacances
10,hyperactivité
11,gentillesse
12,mécréant
13,danger
14,immédiat
15,imprévisible
16,lumière
17,soleil
18,rayon
19,kindergarden
20,life
21,love
22,big_deal
23,bob_dylan
24,inquiètude
25,impression
26,fausse_route
27,retour
28,emploi
29,bingo
30,jackpot
31,noir
32,blanc
33,gris
34,zone
35,inattendu
36,inapproprié
37,pas_bien
38,mal
39,philosophie
40,platon
41,archimède
42,aristote
43,thomas_aquin
44,thomas_apôtre
45,vision
46,position
47,visibilité
48,transparence
49,stagiaire
50,stage
51,travaux
52,chantier
53,interdit_public
54,gris
55,encore_plus_gris
56,zone_gris
57,souris
58,comme_tapis
59,va_vient
60,tête
61,aller_retour
62,même_endroit
63,ange
64,démon
65,écologiste
66,vert
67,élection
68,élu
69,byzantin
70,orient
71,occident
72,états-unis
73,éléction
74,président
75,départ
76,zone_interdite
77,zone_blanche
78,zone_impénétrable
79,zone_o_zone
80,vide
81,vidoir
82,claude
83,claude_françois
84,sèche-cheveux
85,viens_là
86,sabrina_jésus
87,paris
88,prague
89,mer
90,david_georges
91,impression
92,impressioniste
93,tableau
