,0
0,début
1,fin
2,arrivée
3,départ
4,course
5,distance
6,marathon
7,jogging
8,endurance
9,sport
10,tennis
11,balle
12,ping-pong
13,raquette
14,badminton
15,volant
16,voiture
17,roue
18,roue_fortune
19,série_télévisée
20,big_deal
21,big
22,grand
23,colosse
24,colosse_rhodes
25,statue
26,statue
27,statue
28,vénus_milo
29,neptune
30,uranus
31,anus
32,trou_balle
33,balle
34,bâle
35,suisse
36,petit-suisse
37,grand
38,immense
39,univers
40,galaxie
41,voie_lactée
42,vache
43,lait
44,veau
45,valeur
46,prix
47,juste
48,juste_prix
49,télévision
50,philippe_risoli
51,philippe
52,père
53,temps
