,0
0,mais
1,où
2,est
3,donc
4,or
5,ni
6,car
7,direction_qualité
8,coordination_risques
9,relation_usagers
10,cellule_relation_usager
11,cellule_qualité
12,père
13,mère
14,sœur
15,frère
16,sœur
17,luzenac
18,oberhaslach
19,oberkirch
20,allemagne
21,monde
22,espagne
23,italie
24,vatican
25,roumanie
26,hongrie
27,russie
28,océanie
29,australie
30,etats-unis
31,amérique_nord
32,amérique_sud
33,mathieu
34,benoît
35,nicolas
36,véronique
37,claire
38,elodie
39,caroline
40,elie
41,marie-louise
42,marie-thérèse
43,philippe
44,andré
45,maud
46,pierre-jo
47,philippe
48,antoine
49,audrée
50,laetitia
51,lindner
52,fête
53,cousinade
54,marcher_dan_rue
55,forêt
56,ville
57,voyage
58,agenda_voyage
59,violetta
60,claudia
61,uli
62,rita
63,ania
64,marco
65,sandra
66,nina
67,oberkrich
68,allemagne
69,rhin
70,berlin
71,londres
72,breton
73,claire
74,hélène
75,eric
76,birmingham
77,irlande
78,ecosse
79,islande
80,irlande
81,pôle_nord
82,pôle_sud
83,maltraitance
84,animal
85,facebook
86,réseaux_sociaux
87,whatsapp
88,créer
89,groupe
90,application
91,mettre_oeuvre_word
92,excel
93,powerpoint
94,paysage
95,diaporama
96,document
97,plan_action
98,action_amélioration
99,système_management_qualité
100,organiser
101,prévoir
102,anticiper
103,formation
104,actif
105,assistant
106,secrétaire_direction
107,assistant_direction
108,naissance
109,adolescence
110,adulte
111,vieillard
112,grand-mère
113,grand-père
114,grand-maman
115,grand-papa
116,mémère
117,pépère
118,papy
119,mamie
120,mamé
121,papé
