,0
0,piscine
1,bastien_vivès
2,bd
3,bande-dessinée
4,goût_chlore
5,rencontre_eau
6,poisson
7,lunettes_plongée
8,poisson_coloré
9,rayure
10,plongée
11,tuba
12,jaune
13,plastique
14,tuba
15,plastique
16,poubelle
17,déchet
18,tunisie
19,beaucoup_déchets
20,ranger
21,nettoyer
22,prendre_sac_poubelle_tout_ranger
23,vacances
24,détente
25,hubba-bubba
26,jeux_enfants
27,jouer_eau
28,jouer_être_sous-marin
29,soeur
30,souvenirs_flous
31,parler_eau
32,jouer_baignoire
33,aller_piscine_détendre
34,après_médicaments
35,être_chaud
