,0
0,hôpital
1,vache
2,voiture
3,médiathèque
4,livre
5,dvd
6,carte
7,stylo
8,ciseaux
9,cutter
10,crayon
11,veste
12,chaise
13,canapé
14,micro
15,parler
16,fermer
17,téléphone
18,clavier
19,bruit
20,trou
21,boulangerie
22,voiture
23,route
24,feu_rouge
25,livre
26,lunettes
27,chien
28,poil
29,foin
30,zoo
31,animal
32,promener
33,poteau
34,enfant
35,maman
36,tablette
37,chocolat
38,gâteau
39,confiture
40,cuisine
41,volet
42,fenêtre
43,tracteur
44,hotte
45,père_noël
46,casserole
47,vitre
48,produit
49,ménage
50,chiffon
51,aspirateur
52,sac
53,magasin
54,acheter
55,tarif
56,marques
57,jeu
58,courses
59,nourriture
60,pain
61,caddie
62,jeton
63,caisse
64,payer
65,argent
