,0
0,royaume_cieux
1,royaume_père
2,royaume_éternel
3,règne
4,roi
5,reine
6,valet
7,dame
8,royaume_père
9,régner
10,autorité
11,détruire
12,taxer
13,royaume_faire_payer
14,royaume_punir
15,roi_monde
16,roi
17,roi_angleterre
18,reine_angleterre
19,roi
20,royaume_régner
21,royaume_terrifier
22,roi_terrifie
23,royaume_autorité
24,autoritaire
25,royaume_esclavage
26,règner_esclaves
27,royaume_conquérir_monde
28,royaume
29,conquérir_planète
30,conquérir_univers
31,rêve
32,rêver
33,royaume_peur
34,royaume_méfiance
35,royaume_confiance
