,0
0,force
1,solidarité
2,optimisme
3,pessimisme
4,fonctionnalité
5,pleure
6,combativité
7,couple
8,rage
9,couple
10,rageur
11,rageant
12,pasteur
13,corps_humain
14,tête
15,cheveux
16,yeux
17,oreille
18,bouche
19,peau
20,pied
21,pantalon
22,jupe
23,robe
24,pull-over
25,table
26,chaise
27,ordinateur
28,bureau
29,crayon
30,stylo
31,règle
32,travail
33,troisième_étage
34,ascenseur
35,trois
36,collègue
37,ordinateur
38,écran
39,clavier
40,pot_crayons
41,pot_stylos
42,plante
43,thé
44,café
45,chauve
46,porte
47,étagère
48,métal
49,gris
50,papier
51,bleu
52,jaune
53,rouge
54,rose
55,cafetière
56,noir
57,café
58,filtre
59,sucre
60,lait
61,tableau
62,ordinateur
63,papier_peint
64,grain
65,néon
66,blafard
67,blanc
68,nuit
69,bruit
70,travaux
71,arrêt
72,arrêt_bus
73,vélo
74,arceau_vélo
