,0
0,angoissé
1,fatigué
2,oppressé
3,alors
4,peut-être
5,donc
6,or
7,ni
8,car
9,un
10,deux
11,trois
12,quatre
13,cinq
14,six
15,sept
16,huit
17,neuf
18,dix
19,onze
20,douze
21,douze
22,onze
23,treize
24,quatorze
25,maman_manque
26,père_manque
27,grand-mère_est_morte_manque
28,ex_manque
29,amis_manquent
30,tout_manque
31,walkman
32,cd
33,madonna
34,like_virgin
35,confessions_tour
36,blond
37,révolution
38,cheveux
39,maquillage
40,danse
41,martin
42,luc
43,jean
44,antoine
45,pierre
46,paul
47,jacques
48,maximilien
49,antoine
50,théo
51,luisa
