,0
0,piscine
1,neige
2,lapin
3,cheval
4,chat
5,chien
6,eau
7,glace
8,manger
9,faim
10,merguez
11,cinéma
12,cinquante
13,stylo
14,crayon
15,couleur
16,gomme
17,nager
18,danser
19,chanter
20,coiffer
21,dessiner
22,travailler
23,ressource
24,découverte
25,forêt
26,sentier
27,campagne
28,montagne
29,mer
30,océan
31,etats-unis
32,voyage
33,avion
34,mariage
35,bague
36,fiançailles
37,couple
38,amour
39,amitié
40,quête
41,requête
42,déception
43,tristesse
44,joie
45,bonheur
46,enfant
47,bébé
48,adolescent
49,adulte
50,chevreuil
51,écureuil
52,singe
53,chimpanzé
54,orang-outan
55,grotte
56,cascade
57,pierre
58,galet
59,cheval
60,poney
61,jument
62,équitation
63,trot
64,galop
65,pas
66,marcher
67,courir
68,trotter
69,trottinette
70,vélo
71,scooter
72,moto
73,motorisation
74,permis
75,camionette
76,voiture
77,véhicule
78,camionette
79,vacances
80,dormir
81,sommeil
82,télévision
83,portable
84,téléphone
85,ordinateur
86,internet
87,coloriage
88,peinture
89,artiste
90,globe
91,terre
92,ciel
93,étoile
94,lune
95,soleil
