,0
0,fin
1,début
2,début_dépression
3,début_est_naissance
4,début_cours
5,rentrée
6,début_album
7,début_plein_choses
8,début
9,naissance
10,évolution
11,début
12,milieu
13,fin
14,nourrisson
15,nouveaux-nés_est_tout_petit_est_début
16,apprennent_parler_marcher_danser_chanter_crier
17,quand_es_content_est_début_rigolade
18,dépression
19,quand_es_dépression_commence_être_bordel
20,début_repas
21,prendre_café
22,début_est_génial_parce_que_ne_sais_jamais_comment_va_finir
23,commencement
24,évolution_train_arriver
25,début
26,début
27,début_fin_est_comme_voyage
28,voyage
29,as_début_fin_as_entre_où_est_voyage
