,0
0,chien
1,chat
2,oiseau
3,lapin
4,hamster
5,cochon_inde
6,cheval
7,âne
8,poney
9,zèbre
10,girafe
11,lion
12,hippopotame
13,suricate
14,panthère
15,léopard
16,puma
17,guépard
18,goéland
19,corbeau
20,moineau
21,merle
22,coucou
23,pivert
24,pivert
25,pic_épeiche
26,pique-bois
27,mygale
28,araignée
29,mouche
30,scolopendre
31,scorpion
32,blatte
33,cafard
34,coccinelle
35,doryphore
36,hanneton
37,moustique
38,vache
39,veau
40,cochon
41,poule
42,pintade
43,dindon
44,dinde
45,garenne
46,lièvre
47,biche
48,faon
49,chevreuil
50,élan
51,orignal
52,ours
53,grizzli
54,phoque
55,dauphin
56,baleine
57,cétacé
