,0
0,début
1,fin
2,milieu
3,chronologie
4,antiquité
5,histoire
6,généalogie
7,romain
8,rome
9,vacances
10,fin
11,infini
12,non_connu
13,espace
14,homme_cro-magnon
15,néanderthal
16,caverne
17,écriture
18,pierre
19,silex
20,dinosaure
21,âge_glace
22,tyrannosaure
23,âge_glace_dessin_animé
24,commencement
25,poursuite
26,continuum
27,curriculum
28,espoir
29,inquiétude
30,connu
31,non_connu
32,professeur
33,matière
34,marque
35,intérêt
36,frise_chronologique
37,date_apprentissage
38,date_quinze-cent-quinze
39,napoléon
40,louis_xiv
41,image
42,livre
43,difficulté
44,écriture
45,lancer
