,0
0,chien
1,chat
2,lapin
3,tortue
4,cigogne
5,ours
6,orang-outan
7,banane
8,cerise
9,pêche
10,mûre
11,mangue
12,groseille
13,kiwi
14,pamplemousse
15,citron
16,abricot
17,fraise
18,voiture
19,moto
20,vélo
21,trotinnette
22,roller
23,skateboard
24,oxeloboard
25,skateboard
26,wakeboard
27,kitesurf
28,ski
29,planche_roulettes
30,arbre
31,buisson
32,fleur
33,racine
34,tilleul
35,bras
36,jambe
37,cœur
38,tête
39,torse
40,tronc
41,mollet
42,biceps
43,quadriceps
44,triceps
45,phalange
46,doigt
47,pouce
48,index
49,majeur
50,annulaire
51,auriculaire
52,circulaire
53,trapézoïdal
54,rectangulaire
55,profond
56,léger
57,doux
58,triste
59,gai
60,serein
61,apaiser
62,malheureux
63,violent
64,violence
65,calme
66,ciseaux
67,scie
68,sécateur
69,lime
70,polish
71,crème
72,shampooing
73,savon
74,gant_toilette
75,serviette
76,brosse_dents
77,dentifrice
78,paic_citron
79,lave-vaisselle
80,lave-linge
81,sèche-linge
82,musculation
83,cyclisme
84,judo
85,boxe
86,rugby
87,football
88,ski
89,bobsleigh
90,rallye
91,formule_1
92,vidange
93,nettoyage
94,lavage
95,récurage
96,inspiration
97,inspiration
98,expiration
99,respiration
100,poumon
101,vessie
