,0
0,piscine
1,laver
2,baigner
3,nager
4,noyer
5,piscine_fond_bleu
6,soleil
7,coup_soleil
8,crème_solaire
9,maître-nageur
10,bouée
11,brassards
12,longueur
13,nager
14,plonger
15,sauter
16,éclabousser
17,mouiller
18,rafraîchir
19,aspirer_piscine_bleue
20,bleu_azur
21,piscine
22,grande_piscine
23,petite_piscine
24,moyenne_piscine
25,grand_bassin
26,petit_bassin
27,piscine
28,profondeur_piscine
29,deux_mètres
30,mètre
31,mètre_cinquante
32,petit_bassin
33,grand_bassin
34,maître-nageur
35,plonger_2m
36,plonger_5m
37,foule
38,parasol
39,serviette
40,bouteille
41,glace
42,glacière
43,merguez
44,vie
45,joie
46,rencontrer
47,discuter
48,autout_piscine
49,jouer
50,faire_badminton
51,jouer_balle
52,enfants_crient
53,cri
54,bruit
55,verdure_autour_piscine
56,dalle
57,léger
58,éclaboussure
59,rafting
60,bouée
61,bouée_sauvetage
