,0
0,serpent
1,sonnette
2,bruit
3,porte
4,bébé
5,maman
6,papa
7,jardin
8,sapin
9,cabane
10,grille
11,judo
12,médecin
13,rue
14,camille
15,autisme
16,dentiste
17,chemin_fer
18,course_pied
19,train
20,bois
21,forêt
22,vélo
23,caillou
24,étang
25,chapelle
26,grenouille
27,tétard
28,montée
29,descente
30,arbre
31,soleil
32,rosée
33,pluie
34,vent
35,soleil
36,nuage
37,dépression
38,anticyclone
39,bermudes
40,katrina
41,tempête
42,feu
43,loupe
44,mégot
45,cigarette
46,fumeur
47,tabac
48,santé
49,cancer
50,poumon
51,hôpital
52,infirmière
53,médecin
54,psychiatre
55,psychologue
56,éducateur
57,nourrice
58,grand-mère
59,grand-mère
60,cousin
61,cousine
