,0
0,danger
1,mourir
2,enfant
3,noyer
4,bactérie
5,champignon
6,difficulté_nager
7,piscine_trop_petite
8,piscine_trop_froide
9,piscine_sur-encombrée
10,piscine_éloignée
11,piscine_intercommunale
12,piscine
13,cher_entretien
14,piscine
15,appréciée_compétiteurs
16,"piscine_appréciée_alice,_29_ans,_habitant_genève"
17,piscine
18,hobby_certain_nombre_personnes
19,contact
20,eau
21,bien-être
22,eau_porte
23,portage_eau
24,piscine
25,siège_évolution_sous-marine
26,entrainement_plongée_sous-marine_clubs
27,création_piscine
28,professionnel_création_piscine
29,problème_consommation_eau
30,limiter_piscines
31,limiter_consommation_eau
32,carola
33,premières_piscines_vallée_rhin
34,après-guerre
35,carola
36,eau_source_thermale
37,eau_source_alimentaire
38,siège_premières_évolutions_premières_évaluations_piscine
