,0
0,amour
1,aimer
2,étoile
3,cybernétique
4,désolation
5,digression
6,enfer
7,damnation
8,crime
9,majesté
10,sous-marin
11,sous-sol
12,ciel
13,terre
14,jardin
15,eden
16,boussole
17,asymétrique
18,carrefour
19,conforama
20,parasol
21,digression
22,vacances
23,très_important
24,ciel_étoilé
25,cieux
26,indien
27,apache
28,iroquois
29,navajos
30,nation_indienne
31,nation_tsigane
32,espagne
33,france
34,angleterre
35,danemark
36,allemagne
37,suède
38,norvège
39,finlande
40,ireland
41,argentine
42,îles_malouines
43,gibraltar
44,espagne
45,différent
46,animosité
47,paix
48,concordat
