,0
0,éléphant
1,souris
2,chat
3,chien
4,cochon
5,veau
6,vache
7,cheval
8,âne
9,mulet
10,serpent
11,oiseau
12,mésange
13,poule
14,merle
15,corbeau
16,cigogne
17,poule
18,coq
19,poussin
20,canard
21,pintade
22,poisson
23,dauphin
24,baleine
25,girafe
26,lion
27,tigre
28,hippopotame
29,rhinocéros
30,phacochère
31,cochon
32,biche
33,faon
34,sanglier
35,écureuil
36,cocker
37,fourmi
38,sauterelle
39,criquet
40,hanneton
41,abeille
42,ver_terre
43,asticot
44,moustique
45,mouche
46,moule
47,truite
48,étoile_mer
49,oursin
50,requin
51,crabe
