,0
0,royaume_louis_xiv
1,juste
2,gens_bien
3,royaume_l’athlète
4,royaume_skieurs
5,champion
6,discipline
7,royaume_banquiers
8,royaume_petites_gens
9,royaume_bons_vivants
10,royaume_coureurs_automobile
11,royaume_justes
12,royaume_nature
13,création
14,royaume_nature
15,royaume_oiseaux
16,royaume_reptiles
17,royaume_poissons
18,air
19,terre
20,mer
21,lac
22,royaume_possesseurs_cabriolets_anglais
23,monsieur_lavanant_apporte_cabriolets_anglais_états-unis_reconditionne
24,son_atelier_tout_seul_est_roi
25,royaume_ceux_maitrisent_bien_hypomanie
