,0
0,douleur
1,dépression
2,jacques
3,moi
4,mois_que_ai_passés_dépression_que_suis_passé_phase_up
5,douleur
6,mal_cœur
7,mal_ventre
8,mal_tête
9,sensibilité
10,douleur_peut_faire_autres
11,douleur_peut_faire_autres_quand_dit_choses
12,douleur_ex_david
13,douleur_que_ai_parents
14,douleur
15,suis_seul
16,ai_parents
17,peeling
18,douleur_bien
19,évolution
20,renforcer
21,renforcer
22,comme_pierre
23,gens_appellent_pierre_sont_vachement_plus_forts_que_autres
24,grand-père_appelle_pierre
25,père_appelle_pierre
