,0
0,chien
1,chat
2,douleur
3,forêt
4,sapin
5,lit
6,maison
7,chou-fleur
8,chou
9,chou
10,ça
11,cabu_cabu_cabu
12,dis_phrases
13,phrases_sont_textes
14,textes_sont_paragraphes
15,paragraphes_sont_textes
16,est_page
17,page
18,page
19,page
20,page
21,livre
22,dix_livres
23,dix_livres
24,encyclopédie
25,encyclopédie
26,encyclopédie
27,n'en_peux_plus
28,suis_bout_rouleau
29,chien
30,chat
31,oiseau
32,feuille
33,ciel
34,terre
35,est
36,ouest
37,nord
38,sud
39,quatre_points_cardinaux
40,mots
41,fait_mal
42,mots
43,mot
44,deux_mots
45,trois_mots
46,quatre_mots
47,cinq_mots
48,six_mots
49,treize_mots
50,quatorze_mots
51,quinze_mots
52,seize_mots
53,dix-sept_mots
54,dix-huit_mots
55,noms_choses
56,chaise
57,table
58,armoire
59,commode
60,commode
61,miroir
62,chaise
63,chambre
64,chambre
