,0
0,ciel
1,nuage
2,pluie
3,avion
4,fusée
5,grêle
6,neige
7,soleil
8,lune
9,planète
10,étoile
11,voie_lactée
12,astéroïde
13,arbre
14,lac
15,vert
16,montagne
17,ski
18,station
19,neige
20,averse
21,avalanche
22,rivière
23,torrent
24,plaine
25,route
26,ville
27,immeuble
28,maison
29,appartement
30,rue
31,boulevard
32,avenue
33,canal
34,péniche
35,parc
36,promenade
37,hôpital
38,hélicoptère
39,urgence
40,maternité
41,service
42,restaurant
43,île
44,bâteau
45,cathédrale
46,gare
47,tramway
48,train
49,tgv
50,route
51,chemin
52,autoroute
53,voiture
