,0
0,courage
1,courage.1
2,courage.2
3,chanson
4,auteur
5,chanson.1
6,courage.3
7,lâcheté
8,courage.4
9,difficulté
10,surmonter
11,courage.5
12,patience
13,impatience
14,courage.6
15,courage.7
16,rien
17,que
18,courage.8
19,rien.1
20,que.1
21,du_
22,courage.9
23,auteur.1
24,chanson.2
25,oublier
26,nom_
27,auteur.2
28,femme
29,chanson.3
30,courage.10
31,patience.1
32,persévérance
33,quatre
34,cinq
35,six
36,sept
37,huit
38,neuf
39,dix
40,onze
41,douze
42,treize
43,quatorze
44,quinze
45,seize
46,dix-sept
47,long
48,long.1
49,long.2
50,courage.11
51,tenir
52,persévérance.1
53,objectif
54,non
55,pas
56,perdre
57,vue
58,objectif.1
59,un
60,deux
61,essentiel
62,persévérance.2
63,attente_
64,patience.2
65,un.1
66,deux.1
67,courage.12
68,une
69,minute
70,une_minute_trente
71,deux.2
72,trois
73,quatre.1
74,perturber
75,porte
76,frapper
77,un.2
78,deux.3
79,peu_importe
80,importe
81,peu_
82,un.3
83,deux.4
84,trois.1
85,cinq.1
86,courage.13
