,0
0,piscine
1,piscine_d'eau_bleue
2,eau_turquoise
3,se_baigner
4,plonger
5,nager
6,se_sentir_bien
7,revivre
8,bon_soleil_qui_vous_réchauffe_en_sortant_de_la_piscine
9,eau
10,eau_calcaire
11,eau_calcaire_qui_pique
12,Javel
13,pique_les_yeux
14,pique_la_peau
15,piscine.1
16,la_piscine_c'est_moins_bien_que_la_mer
17,mer
18,se_baigner.1
19,mer_où_on_nage
20,lmer_turquoise
21,vingt-cinq_degrés
22,régal
23,plonger.1
24,oublier
25,flotter
26,tout_redevient_tout_est_magnigfique
27,piscine_c'est_bien
28,c'est_bien_quand_il_n'y_a_pas_la_mer
29,mais_c'est_pas_comme_la_mer
30,piscine.2
31,gravière
32,gravières_où_on_peut_se_baigner
33,eau_douce
34,la_piscine_l'eau_n'est_pas_toujours_très_douce
35,la_piscine_ça_pique
36,pique_les_yeux.1
37,pique
38,faire_du_bien
39,faire_du_bien.1
40,piscine.3
41,Caracalla
42,qui_n'est_pas_très_loin_à_strasbourg
43,eaux_thermales
44,eau_à_remous
45,masser
46,eau_chaude
47,Caracalla.1
48,piscine.4
49,piscine.5
50,d'eau_douce_ça_existe_aussi
51,piscine_d'eau_douce_il_y_en_a_pas_loin
52,piscine.6
53,agréable
54,ciel_bleu
55,soleil
56,chaleur
