,0
0,piscine
1,chlore
2,maillot
3,bâtiment
4,architecture
5,loisir
6,plaisir
7,eau
8,nager
9,natation
10,aquatique
11,professeur
12,école
13,apprendre
14,saler
15,doux
16,profondeur
17,mosaïque_
18,glisser
19,danger
20,couleur
21,reflet
22,beauté
23,enfant
24,famille
25,plongeon
26,plongeoir
27,bassin
28,corps
29,musculation
30,entretien
31,sport
32,compétition
33,vitesse
34,temps
35,chronomètre
36,vitre
37,extérieur
38,intérieur
39,vestiaire
40,serviette
41,douche
42,maillot
43,chaud
44,entrée
45,publique
46,privé
