,0
0,raconter_
1,début_
2,fin_
3,développement_
4,matin_
5,midi_
6,soir_
7,nuit_
8,aube_
9,crépuscule_
10,journée_
11,monter_
12,soleil_
13,zénith_
14,arriver
15,bateau_
16,berge_
17,bonjour_
18,commencer
19,année_
20,nouvelle_
21,donne
22,gain_
23,partie_
24,ouverture_
25,mise_
26,envie_
27,briller_
28,brillamment__
29,brio
30,gagner_
31,carte_
32,poser__
33,faim_
34,vorace_
35,voracité_
36,mise_à_table_
37,serviteur_
38,poser_
39,assiette_
40,fourchette_
41,salutation_
42,lever_
43,assis_
44,majestueux_
45,femme_
46,bal_
47,danser_
48,ouverture_.1
49,musique_
50,fleur_
51,sonorité_
52,sentiment
