,0
0,fin
1,presque_midi
2,manger
3,livre
4,film
5,vie
6,roman
7,tricot
8,rue
9,aventure
10,liaison
11,mariage
12,divorce
13,maison
14,maison_de_retraite
15,hôpital
16,carrière
17,profession
18,privé
19,cinéma
20,impression
21,écriture
22,invention
23,transmettre
24,promouvoir
25,carrière
26,ministère
27,septennat
28,quinquennat
29,minuterie
30,train
31,avion
32,voiture
33,vélo
34,draisienne
35,bicyclette
36,brouette
37,rail
38,chemin_de_fer
39,bâteau
40,barque
41,bâteau_de_l'aube
42,mississippi
43,christophe_colomb
44,inca
45,égyptien
46,canada
47,allemand
48,mur_de_berlin
49,grande-bretagne
50,corse
51,napoléon
52,vosgien
53,alsacien
54,strasbourg
