,0
0,début
1,début.1
2,histoire
3,commencement
4,vie_sur_Terre
5,Big-Bang
6,apprendre
7,apprentissage
8,début_de_l'apprentissage
9,formation
10,il_était_une_fois
11,début_d'une_histoire
12,début_de_matinée
13,fatigué_souvent
14,début_de_soirée_plus_en_forme
15,commencement.1
16,vie_sur_Terre.1
17,Dinosaure
18,différents_Hommes
19,naissance
20,bébé
21,début.2
22,grandi
23,début.3
24,apprentissage.1
25,marche
26,apprendre_les_couleurs
27,apprendre.1
28,milieu
29,fin
30,fin_de_l'histoire
31,fin_de_la_journée
