,0
0,courage
1,courage
2,serrer_les_dents
3,se_dépasser
4,dépassement_de_soi
5,courage
6,ne_pas_avoir_peur
7,faire_quelque_chose_contre_l'avis_d'un_autre
8,groupe
9,courage
10,courir_devant_les_autres
11,se_battre
12,avoir_l'attitude
13,garder_son_comment
14,opinion
15,lorsque_vous_êtes_la_seule_à_la_défendre
16,il_faut_du_courag
17,courage_des_marins
18,sur_la_mer
19,affronter_les_éléments_pour_attraper_les_poissons
20,courage
21,courage
22,courage
23,courage
24,il_faudrait_avoir_du_courage
25,lorsqu'on_est_dans_son_lit_et_qu'il_faut_en_sortir
26,je_n'arrive_pas_à_le_trouver_ce_courage
