,0
0,piscine
1,bonnet
2,maillot_de_bain
3,toboggan
4,sable
5,embout
6,parc_de_jeux
7,enfant
8,poussette
9,maman
10,papa
11,grand-mère
12,grand-père
13,ville
14,béton
15,immeuble
16,feu_rouge
17,voiture
18,pollution
19,bruit
20,lumière
21,cinéma
22,film
23,acteur
24,comédien
25,théatre
26,molière
27,tartuffe
28,cirque
29,acrobate
30,trapèze
31,jonglage
32,politique
33,député
34,maire
35,élection
36,manifestation
37,syndicat
38,démocratie
39,fonctionnaire
40,éducation
41,impôt
42,finance
43,ministre
44,économie
45,capitalisme
46,communisme
47,libéralisme
48,staline
49,poutine
