,0
0,courage
1,courage.1
2,il_faut_du_courage
3,on_n'a_plus_tellement_envie_d'être_courageux
4,avoir_marre
5,trahi
6,trahi_par_la_nature_humaine
7,se_battre
8,courageux
9,le_courage_ça_permet_d'avancer
10,affronter_les_épreuves
11,dépasser
12,dépasser_les_épreuves
13,montrer_le_bon_côté_de_sa_personnalité
14,on_n'a_plus_le_courage
15,problème
16,volonté
17,volonté_de_se_battre
18,envie_de_se_battre
19,baisser_les_bras
20,courage.2
21,baisser_les_bras.1
22,baisser_les_bras.2
23,courage_est_une_qualité
24,qualité_extraordinaire
25,beaucoup_de_courage
26,avancer_dans_la_vie
27,les_gens_qui_ont_du_courage
28,réfugié
29,se_battre.1
30,ces_gens_qui_se_battent_pour_avoir_une_meilleure_vie
31,ils_ont_du_courage
32,on_est_là_à_se_plaindre
33,on_est_là_à_se_plaindre_de_choses
34,gens_qui_ont_des_vies_terribles
35,preuve_de_courage
36,sortir_de_la_guerre
37,courage_exceptionnel
38,sortir_de_la_guerre.1
39,vie_faite_d'atrocité
40,le_courage_il_est_important_il_est_nécessaire
41,actuellement_on_a_vraiment_une_preuve_de_courage_extraordianire_de_tous_ces_hommes_et_ces_femmes
