,0
0,début_de_la_fin
1,vieillesse
2,travail
3,début_d'une_relation_amoureuse
4,début_d’étude
5,début_de_vacances
6,début_de_job_d'été
7,début_d'un_voyage
8,début_d'une_construction_de_maison
9,début_d'une__passion
10,naissance_d'une_passion
11,début_d'un_entretien
12,début_dans_la_vie_d'un_stage
13,début_d'une_alimentation_saine
14,début_d'une_nuit
15,début_d'une_soirée
16,début_d'un_repas
17,début_d'une_journée
18,début_d'u__morceau_de_musique
19,début_d'un_apprentissage
20,_musique
21,début_d'un_apprentissage_en_dessin
22,début_d'un_apprentissage_en_peinture
23,début_d'un_apprentissage_
24,gymnastique_récréative_et_sportive
25,début__d'une_école
26,une_école_de_commerce
27,début_d'une_école__finances_
28,début_d'un__amour
29,pour_tous__les_deux
30,début
