,0
0,début
1,commencement
2,alphabet
3,lettre
4,A
5,fin
6,naissance
7,bébé
8,fontanelle
9,goal
10,tétine
11,biberon
12,finalité
13,causalité
14,intérêt
15,questionnement
16,but
17,auto-radio
18,musique
19,genre
20,classification
21,microphone
22,boîtier
23,disque
24,disque_dur
25,stockage
26,mégaoctet
27,unité
28,mesure
29,téraoctet
30,bouton
31,commutateur
32,connectique
33,câble
34,format
35,traitement
36,image
37,montage
38,coupe
39,assembler
40,trier
41,intervertir
42,couleur
43,bleu
44,rouge
45,supprimer
46,effacer
47,soulever
48,déplacer
49,modifier
50,division
51,écran
52,terme
53,split
54,screen
55,loi
