,0
0,force
1,solidarité
2,optimisme
3,pessimisme
4,fonctionnalité
5,pleure
6,combativité
7,couple
8,rage
9,couple.1
10,rageur
11,rageant
12,pasteur
13,corps_humain
14,tête
15,cheveux
16,yeux
17,oreille_
18,bouche_
19,peau_
20,pied_
21,pantalon
22,jupe_
23,robe_
24,pull-over_
25,table
26,chaise_
27,ordinateur_
28,bureau_
29,crayon_
30,stylo_
31,règle
32,travail_
33,troisième_étage
34,ascenseur_
35,trois_
36,collègue_
37,ordinateur
38,écran
39,clavier_
40,pot_à_crayons_
41,pot_à_stylos_
42,plante
43,thé_
44,café_
45,chauve_
46,porte
47,étagère_
48,métal_
49,gris_
50,papier_
51,bleu_
52,jaune_
53,rouge_
54,rose_
55,cafetière_
56,noir
57,café_.1
58,filtre_
59,sucre_
60,lait_
61,tableau_
62,ordinateur_.1
63,papier_peint
64,grain
65,néon_
66,blafard_
67,blanc_
68,nuit_
69,bruit_
70,travaux_
71,arrêt
72,arrêt_de_bus
73,vélo_
74,arceau_à_vélo
