,0
0,dent
1,dents_de_la_mer
2,donnation
3,marcel_mauss
4,sociologie
5,lenteur
6,rencontre
7,amis
8,trottoir
9,pute
10,putain
11,animosité
12,agressivité
13,questionnement
14,analyse
15,synthèse
16,explication
17,retour
18,mode_d'emploi
19,manuel
20,manuela_
21,mirca_cartesco
22,premier_juin
23,jour_de_l'enfant
24,fête_nationale_de_enfant
25,huit_mars
26,fête_nationale_de_la_femme
27,international
28,connu
29,mondialement
30,stars
31,vedette
32,donald_trump
33,éléphant
34,trompe
35,trompette
36,musique
37,timballe
38,musique.1
39,ange
40,démon
41,vade_retro
42,viens_par_là
43,viens_chez_moi
44,crois-tu
45,dis_moi
46,incrédible
47,incrédule
48,je_crois
49,aide
50,aide_un_mécréant
51,aide_moi
52,aide_toi
53,cri
54,hurlemnt
55,huer
56,créer
57,s'interroger
58,expliquer
59,suivre_chemin
60,direction
61,pdg
62,adjoint
63,main_droite
64,main_gauche
65,cœur
66,signe
67,croix
68,doigts
69,petits_doigts
70,jean
71,bob_dylan
72,prix_nobel
73,littérature
