,0
0,conquête
1,arme
2,bataille
3,combat
4,ériger
5,s’armer
6,munition
7,faire_face
8,accepter
9,comprendre
10,refuser
11,rébellion
12,oser
13,persévérance
14,concéder
15,concession
16,reconnaitre
17,mérite
18,aider
19,supporter_
20,défaite
21,assumer
22,baisser_la_tête
23,chute
24,tomber
25,perte
26,gésir
27,lit
28,visite
29,lever_la_tête
30,marcher
31,reconquérir
32,force
33,audace
34,misère
35,lâcheté
36,méfiance
37,étoile
38,guider
39,tomber
40,relever
41,adversité
42,affronter
43,quotidien
44,petitesse
