,0
0,découragé
1,encourager
2,vaillant
3,peur
4,peur
5,stress
6,tremblement
7,convulsion
8,se_battre
9,infaillible
10,détruire
11,combattre
12,taper
13,casser
14,affirmer
15,réaffirmer
16,soi-même
17,courage_de_penser
18,courage_d'expression
19,courage_de_se_battre
20,courage_de_parler
21,courage_de_devoir
22,courage_de_partir_en_vacance
23,courage_de_combattre_la_fatigue
24,courage_de_taper_dans_le_mur
25,courage_de_se_battre
26,courage_de_connaître_soi_même
27,courage_de_voler
28,courage_de_rouler
