,0
0,courage
1,montagne
2,ascension
3,plongée_sous-marine
4,pénologie
5,athlétisme
6,conduite_automobile
7,course_automobile
8,entreprendre_étude
9,réussir_étude
10,entreprendre_son_premie__travail
11,entreprendre_sa__première_relation_amoureux
12,se_dépasser
13,se_dépasser_soi-même
14,mut_en_allemand
15,courage_en_anglais
16,prendre_des_risques_mais_des_risques_calculés
17,avoir_le_courage_de_prendre_des_risques
18,oser_c'est_le_début_de_la_réussite
19,le_courage_de__dire_les_choses_en_face
20,je_deviens_bavard
21,courage.1
22,mobilisation
