,0
0,courage
1,force
2,persévérance
3,courageux
4,peur_de_rien
5,sang-froid
6,seul
7,pas_peur_du_jugement
8,a_priori
9,pas_de_peur
10,serrer_les_poings
11,être_fier
12,ne_pas_pleurer
13,ne_pas_crier
14,courage_en_beaucoup_de_circonstances
15,chez_le_dentiste
16,dans_la_vie_de_tous_les_jours
17,courage_d'affronter_les_choses
18,voyage
19,partir
20,courageux_de_partir
21,assumer
22,s'assumer
23,ambition
24,se_débrouiller_seul
25,bon_courage
26,souhaiter_bon_courage
27,bon_courage_pour_une_opération
28,bon_courage_pour_un_examen
29,bon_courage_pour_beaucoup_de_choses
