,0
0,piscine
1,natation
2,triathlon
3,eau
4,bassin_de_cinquante_mètres
5,jeux_Olympiques
6,piscine.1
7,sport
8,compétition
9,compétition.1
10,jeu
11,aquatique
12,aquabike
13,aquagym
14,piscine.2
15,crawl
16,piscine.3
17,brasse
18,papillon
19,papillon.1
20,nage_crawlée
21,crawl.1
22,nage_sur_le_dos
23,piscine.4
24,saut_à_piscine
25,bébé
26,noyade
27,noyade.1
28,danger
29,danger.1
30,grillage
31,grillage.1
32,protection_pour_les_piscines
33,piscine.5
34,Méditerranée
35,Méditerranée.1
36,mer
37,mer.1
38,poisson
39,piscine.6
40,océan
41,Oocéanographique
42,musée_océanographique
43,poisson_clown
44,poisson_chat
45,poisson_clown.1
46,poisson_chat.1
47,rivage
48,sable
49,sable.1
50,pêche
51,pêche.1
52,poisson.1
53,poisson.2
54,turbot
55,turbot.1
56,merlan
57,merlan.1
58,morue
59,activité
60,activité_sportive
61,bouger
62,mouvement_des_bras
63,mouvement_des_jambes
64,muscle
65,squelette
66,squelette.1
