,0
0,début
1,fin
2,fin.1
3,début.1
4,entre-deux
5,vie
6,début.2
7,vie.1
8,fin.2
9,mourir
10,un
11,deux
12,trois
13,objet
14,occupation
15,objectif
16,bonheur
17,malheur
18,un.1
19,deux.1
20,un.2
21,deux.2
22,trois.1
23,lassitude
24,un.3
25,deux.3
26,trois.2
27,une_minute
28,trente_
29,trente_secondes
30,un.4
31,deux.4
32,trois.3
33,répétitif
34,un.5
35,deux.5
36,trois.4
37,quatre
38,cinq
39,un.6
40,deux.6
41,trois.5
42,quatre.1
43,cinq.1
44,une_minute.1
45,quarante-cinq_secondes
46,un.7
47,deux.7
48,trois.6
49,quatre.2
50,cinq.2
51,début.3
52,fin.3
53,vie.2
54,début.4
55,début.5
56,recommencer
57,s'accrocher
58,un.8
59,deux.8
60,trois.7
61,début.6
62,fin.4
63,histoire
64,début.7
65,film
66,fin.5
67,fin.6
68,end
69,happy_end
70,movie
71,autorisation
72,parler
73,autre_langue
74,un.9
75,deux.9
76,trois.8
77,movie.1
78,end.1
79,happy_end.1
80,end.2
81,film.1
82,end.3
83,good
84,end.4
85,movie.2
86,end.5
87,morse
88,morse.1
89,télégraphie
90,un.10
91,deux.10
92,trois.9
93,SOS
94,un.11
95,deux.11
96,trois.10
97,un.12
98,deux.12
99,trois.11
100,une_minute_trente
101,un.13
102,deux.13
103,trois.12
104,six
105,huit
106,dix
107,douze
108,un.14
109,deux.14
110,trois.13
111,quatre-vingt-dix-neuf
112,quatre-vingt-dix-huit
113,un.15
114,deux.15
115,trois.14
116,morse.2
117,télégraphier
118,communication
119,un.16
120,deux.16
121,trois.15
122,internet
123,un.17
124,deux.17
125,trois.16
126,début.8
127,un.18
128,configuration
129,un.19
130,deux.18
131,trois.17
132,système_d'exploitation
133,un.20
134,deux.19
135,trois.18
136,quatre.3
137,casse-tête
138,un.21
139,deux.20
140,trois.19
141,chinois
142,un.22
143,deux.21
144,trois.20
145,astrologie
146,un.23
147,deux.22
148,trois.21
149,serpent
150,un.24
151,deux.23
152,trois.22
153,dragon
154,ragot
