,0
0,nager
1,plonger
2,bombe
3,chlore
4,javel
5,pipi
6,piscine
7,maître_nageur
8,enfant
9,adulte
10,grand-parent
11,bébé_nageur
12,plongeoir
13,sautoir
14,toboggan
15,échelle
16,tuba
17,masque
18,bonnet
19,douche
20,pédiluve
21,abonnement
22,eau_bleue
23,tiède
24,chaude
25,froide
26,vague
27,bulle
28,eau_de_mer
29,piscine
30,bâteau_croisière
31,plastique
32,barboter
33,refroidir_pieds
34,agréable
35,génial
36,super
37,se_décrasser
38,corps
39,esprit
40,bonnet_piscine
41,attacher
42,cheveux
43,cadenas
44,casier
45,tongs
46,palmes
47,leçon
48,natation
49,water-polo
50,marineland
51,dauphin
52,orque
53,otarie
54,numéro
55,ballon
56,lingolsheim
57,ostwald
58,kibitzenau
59,schiltigheim
60,sélestat
61,obernai
62,saverne
