,0
0,nager
1,vague
2,bleu
3,palme
4,masque
5,tuba
6,maillot_de_bain
7,poisson
8,eau
9,kibitzenau
10,wacken
11,hôtel
12,vacances
13,bouée
14,enfant
15,canard
16,apnée
17,combinaison
18,néoprène
19,plonger
20,bulle
21,ami
22,allemagne
23,kehl
24,entrer
25,serviette
26,savon
27,shampooing
28,brosse
29,évacuation
30,pavé
31,bronzé
32,extérieur
33,couvert
34,aspiration
35,plongeoir
36,longueur
37,brasse
38,crawl
39,papillon
40,laure_manaudou
41,compétition
42,plot
43,maître-nageur
44,sport
45,bonnet_de_bain
46,lunettes
47,enfance
48,soleil
