,0
0,eau_
1,chlore_
2,couleur_
3,bleuté_
4,profondeur_
5,ligne_
6,motif_
7,départ_
8,plongeon_
9,plonger_
10,maître-nageur_
11,nage_
12,couloir_
13,numéro_
14,bassin_
15,bonnet_
16,maillot_de_bain_
17,douche_
18,nudité_
19,muscle_
20,corps_
21,montrer_
22,regarder_
23,brasse_
24,couler_
25,remonter_
26,surface_
27,papillon_
28,dos_crawlé_
29,heurter_
30,respirer_
31,respiration_
32,construction_
33,projet_
34,eau_.1
35,hauteur_
36,mesurer_
37,nettoyer_
38,maître-nageur_.1
39,banc_
40,sol_
41,dur_
42,dureté_
43,revêtement_
44,fenêtre_
45,lumière_
46,horloge_
47,protection_
48,canaux_
49,tuyau_
50,arroser_
51,arrosage_
52,savon_
53,savonner_
54,nettoyage_
55,ouverture_
56,fermeture_
57,horaire_
