,0
0,courage
1,courage
2,lutte
3,persévérance
4,obstination
5,combat
6,combat_contre_soi_même
7,combat_avec_les_autres
8,une_cause
9,un_idéal
10,un_leader
11,un_chemin
12,un_objectif
13,président_hollande
14,survie
15,niac
16,bras
17,on_ne_peut_pas_baisser_les_bras
18,se_battre
19,se_battre_ensemble
20,pas_les_uns_contre_les_autres
21,les_uns
22,avec_les_autres
23,courage
24,donner_du_courage
25,encourager
26,croître
27,infini
28,amélioration
29,évolution
30,permanence
31,meilleur
32,soi_même
33,union
34,combat_collectif
35,survie
36,espèce
