,0
0,fin
1,commencement
2,mort_
3,vie_
4,naissance_
5,clinique
6,accouchement_
7,sage-femme_
8,médecin_
9,gynécologue
10,enfant
11,bourgeon_
12,bébé_
13,fleur_
14,cri
15,bonheur_
16,douleur_
17,sang_
18,famille
19,amour_
20,dormir
21,pleurer_
22,biberon_
23,lait
24,maternel
25,mort
26,fin_
27,chaton_
28,bébé_animal
29,zoo_
30,classe_
31,école_
32,scolaire_
33,classe_préparatoire
34,apprendre_à_lire_
35,apprendre_à_lire_.1
36,lire_
37,livre_
38,poème_
39,poésie_
40,maths_
41,géographie_
42,physique_
43,commencement_
44,enterrement
45,cimetière
46,_terre_
47,crémation
48,pleure
49,tristesse_
50,noir_
51,Roi_
52,Quinzième_siècle
53,pourpre_
54,blanc
55,Belgique_
56,deuil_
57,carte_de_deuil
58,condoléances_
59,poussière
60,église_
61,croix_
62,cercueil_
63,bois_
64,terme_
65,fin_.1
