,0
0,piscine_
1,natation_
2,brasse_
3,crawl_
4,palme_
5,sport_
6,vacances_
7,été_
8,soleil_
9,eau_
10,chlore_
11,bleu_
12,couverte_
13,découverte_
14,Wacken_
15,monde_
16,soleil_.1
17,hiver_
18,piscine_sous_la_neige_
19,bleu_.1
20,cobalt_
21,vacances_.1
22,natation_.1
23,ne_pas_respirer
24,noyade_
25,cours_
26,pathologie
27,circonstanciel
28,bouche_à_bouche_
29,arrêt_cardiaque_
30,quinze_
31,SAMU_
32,secours_
33,pompier_
34,ambulance_
35,natation_.2
36,apprentissage_
37,palme_.1
38,ligne_d’eau_
39,bouée_
40,parasol_
41,coup_de_soleil_
42,brûlure
43,ticket_
44,tarif_
45,caisse_
46,vestiaire_
47,propreté_
48,hygiène_
49,décontamination_
50,douche_
51,bonde_
52,cheveux_
53,serviette_
54,natte_
55,brassard_
56,carrelage_
57,glissant_
58,blessure_
59,tomber_
60,amusement_
61,jeu
62,ballon
