,0
0,piscine
1,jacuzzi
2,copine
3,fête
4,alcool
5,drogue
6,sexe
7,argent
8,puff_daddy
9,snoop_dogg
10,50cent
11,puff_daddy.1
12,_lil__wayne
13,la__fouine_
14,booba
15,caisses
16,tuning
17,jackie_du__nord
18,_mannequin
19,_boobs
20,barbecue
21,travers_de_porc_
22,saucisses
23,hamburger
24,hot-dog_
25,bagel_avec_du_cream_cheese
26,cocaïne
27,soirée
28,fête.1
29,eau
30,_piscine
31,plongeon
32,voilà
33,je_continue
34,lamborghini
35,ferrari
36,twingo
37,_deux-chevaux
38,mère_teresa
39,pape
40,professeur_bertchy
41,fête_
42,amour
43,union
44,_partage
45,peu
46,vie
47,on_peut_vivre_sans_cocaïne
