,0
0,piscine
1,se_laver
2,se_baigner
3,nager
4,se_noyer
5,piscine_sur_fond_bleu
6,soleil
7,coup_de_soleil
8,crème_solaire
9,maître-nageur
10,bouée
11,brassards
12,longueur
13,nager.1
14,plonger
15,sauter
16,éclabousser
17,se_mouiller
18,rafraîchir
19,aspirer_la_piscine_bleue
20,bleu_azur
21,piscine.1
22,grande_piscine
23,petite_piscine
24,moyenne_piscine
25,grand_bassin
26,petit_bassin
27,piscine.2
28,profondeur_de_la_piscine
29,deux_mètres
30,un_mètre
31,un_mètre_cinquante
32,petit_bassin.1
33,grand_bassin.1
34,maître-nageur.1
35,plonger_sur_2m
36,plonger_sur_5m
37,foule
38,parasol
39,serviette
40,bouteille
41,glace
42,glacière
43,merguez
44,vie
45,joie
46,se_rencontrer
47,discuter
48,autout_de_la_piscine
49,jouer
50,faire_du_badminton
51,jouer_à_la_balle
52,les_enfants_qui__crient
53,cri
54,bruit
55,la_verdure_autour_de_la_piscine
56,dalle
57,léger
58,éclaboussure
59,rafting
60,bouée.1
61,bouée_de_sauvetage
