task,unique_entries,repeat_entries,repeat_words,avg_global_sim,avg_neigh_sim
courage,0.06803013430498077,0.04453617714151235,0.0,0.07272727272727275,0.092709445701687
debut,0.04453617714151235,0.09958591954639387,0.10601730717900548,0.0890723542830247,0.06803013430498077
douleur,0.04453617714151235,0.0727272727272727,0.11499191491521384,0.04453617714151235,0.09958591954639383
piscine,0.09270944570168703,0.07272727272727275,0.04453617714151235,0.0890723542830247,0.06803013430498075
royaume,0.10601730717900545,0.07272727272727272,0.08131156281817417,0.08907235428302465,0.0574959574576069
serpent,0.04453617714151235,0.04453617714151235,0.04453617714151235,0.06803013430498077,0.04453617714151235
fcat,0.10909090909090914,0.0,0.1060173071790055,0.07272727272727275,0.092709445701687
flib,0.1233150906022776,0.10601730717900545,0.04453617714151232,0.04453617714151232,0.03636363636363636
flit,0.04453617714151232,0.12060453783110546,0.09270944570168699,0.1233150906022776,0.09958591954639384
